destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.0.9, metric = 1, interface = wlan0
destination = 10.0.3.75, prefixLength = 32, nextHop = 10.0.3.75, metric = 1, interface = wlan0
destination = 10.0.3.75, prefixLength = 32, nextHop = 10.0.3.75, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.3.75, metric = 3, interface = wlan0
destination = 10.0.3.75, prefixLength = 32, nextHop = 10.0.3.75, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.3.75, metric = 3, interface = wlan0
destination = 10.0.3.75, prefixLength = 32, nextHop = 10.0.3.75, metric = 1, interface = wlan0
destination = 10.0.3.75, prefixLength = 32, nextHop = 10.0.3.75, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.3.75, metric = 3, interface = wlan0
destination = 10.0.9.195, prefixLength = 32, nextHop = 10.0.9.195, metric = 1, interface = wlan0
destination = 10.0.9.195, prefixLength = 32, nextHop = 10.0.9.195, metric = 1, interface = wlan0
destination = 10.0.9.195, prefixLength = 32, nextHop = 10.0.9.195, metric = 1, interface = wlan0
destination = 10.0.9.195, prefixLength = 32, nextHop = 10.0.9.195, metric = 1, interface = wlan0
destination = 10.0.9.195, prefixLength = 32, nextHop = 10.0.9.195, metric = 1, interface = wlan0
destination = 10.0.9.195, prefixLength = 32, nextHop = 10.0.9.195, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.9.195, metric = 3, interface = wlan0
destination = 10.0.9.195, prefixLength = 32, nextHop = 10.0.9.195, metric = 1, interface = wlan0
destination = 10.0.9.195, prefixLength = 32, nextHop = 10.0.9.195, metric = 1, interface = wlan0
destination = 10.0.1.104, prefixLength = 32, nextHop = 10.0.1.104, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.1.104, metric = 4, interface = wlan0
destination = 10.0.1.104, prefixLength = 32, nextHop = 10.0.1.104, metric = 1, interface = wlan0
destination = 10.0.1.104, prefixLength = 32, nextHop = 10.0.1.104, metric = 1, interface = wlan0
destination = 10.0.11.28, prefixLength = 32, nextHop = 10.0.11.28, metric = 1, interface = wlan0
destination = 10.0.11.28, prefixLength = 32, nextHop = 10.0.11.28, metric = 1, interface = wlan0
destination = 10.0.11.28, prefixLength = 32, nextHop = 10.0.11.28, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.11.28, metric = 4, interface = wlan0
destination = 10.0.11.28, prefixLength = 32, nextHop = 10.0.11.28, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.11.28, metric = 4, interface = wlan0
destination = 10.0.11.28, prefixLength = 32, nextHop = 10.0.11.28, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.11.28, metric = 4, interface = wlan0
destination = 10.0.11.28, prefixLength = 32, nextHop = 10.0.11.28, metric = 1, interface = wlan0
destination = 10.0.11.28, prefixLength = 32, nextHop = 10.0.11.28, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.11.28, metric = 4, interface = wlan0
destination = 10.0.11.28, prefixLength = 32, nextHop = 10.0.11.28, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.11.28, metric = 4, interface = wlan0
destination = 10.0.11.28, prefixLength = 32, nextHop = 10.0.11.28, metric = 1, interface = wlan0
destination = 10.0.11.28, prefixLength = 32, nextHop = 10.0.11.28, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.11.28, metric = 4, interface = wlan0
destination = 10.0.11.28, prefixLength = 32, nextHop = 10.0.11.28, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.11.28, metric = 4, interface = wlan0
destination = 10.0.11.28, prefixLength = 32, nextHop = 10.0.11.28, metric = 1, interface = wlan0
destination = 10.0.3.6, prefixLength = 32, nextHop = 10.0.3.6, metric = 1, interface = wlan0
destination = 10.0.3.6, prefixLength = 32, nextHop = 10.0.3.6, metric = 1, interface = wlan0
destination = 10.0.3.213, prefixLength = 32, nextHop = 10.0.3.213, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.3.213, metric = 3, interface = wlan0
destination = 10.0.3.213, prefixLength = 32, nextHop = 10.0.3.213, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.3.213, metric = 3, interface = wlan0
destination = 10.0.6.204, prefixLength = 32, nextHop = 10.0.6.204, metric = 1, interface = wlan0
destination = 10.0.6.204, prefixLength = 32, nextHop = 10.0.6.204, metric = 1, interface = wlan0
destination = 10.0.6.204, prefixLength = 32, nextHop = 10.0.6.204, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.6.204, metric = 4, interface = wlan0
destination = 10.0.4.233, prefixLength = 32, nextHop = 10.0.4.233, metric = 1, interface = wlan0
destination = 10.0.4.233, prefixLength = 32, nextHop = 10.0.4.233, metric = 1, interface = wlan0
destination = 10.0.4.233, prefixLength = 32, nextHop = 10.0.4.233, metric = 1, interface = wlan0
destination = 10.0.5.46, prefixLength = 32, nextHop = 10.0.5.46, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.5.46, metric = 3, interface = wlan0
destination = 10.0.5.46, prefixLength = 32, nextHop = 10.0.5.46, metric = 1, interface = wlan0
destination = 10.0.1.173, prefixLength = 32, nextHop = 10.0.1.173, metric = 1, interface = wlan0
destination = 10.0.1.173, prefixLength = 32, nextHop = 10.0.1.173, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.1.173, metric = 4, interface = wlan0
destination = 10.0.5.184, prefixLength = 32, nextHop = 10.0.5.184, metric = 1, interface = wlan0
destination = 10.0.5.184, prefixLength = 32, nextHop = 10.0.5.184, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.0.9, metric = 1, interface = wlan0
destination = 10.0.8.244, prefixLength = 32, nextHop = 10.0.8.244, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.8.244, metric = 2, interface = wlan0
destination = 10.0.8.244, prefixLength = 32, nextHop = 10.0.8.244, metric = 1, interface = wlan0
destination = 10.0.5.46, prefixLength = 32, nextHop = 10.0.5.46, metric = 1, interface = wlan0
destination = 10.0.5.46, prefixLength = 32, nextHop = 10.0.5.46, metric = 1, interface = wlan0
destination = 10.0.5.46, prefixLength = 32, nextHop = 10.0.5.46, metric = 1, interface = wlan0
destination = 10.0.5.46, prefixLength = 32, nextHop = 10.0.5.46, metric = 1, interface = wlan0
destination = 10.0.5.46, prefixLength = 32, nextHop = 10.0.5.46, metric = 1, interface = wlan0
destination = 10.0.4.26, prefixLength = 32, nextHop = 10.0.4.26, metric = 1, interface = wlan0
destination = 10.0.10.8, prefixLength = 32, nextHop = 10.0.10.8, metric = 1, interface = wlan0
destination = 10.0.1.173, prefixLength = 32, nextHop = 10.0.1.173, metric = 1, interface = wlan0
destination = 10.0.1.173, prefixLength = 32, nextHop = 10.0.1.173, metric = 1, interface = wlan0
destination = 10.0.1.173, prefixLength = 32, nextHop = 10.0.1.173, metric = 1, interface = wlan0
destination = 10.0.1.173, prefixLength = 32, nextHop = 10.0.1.173, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.1.173, metric = 4, interface = wlan0
destination = 10.0.1.173, prefixLength = 32, nextHop = 10.0.1.173, metric = 1, interface = wlan0
destination = 10.0.1.173, prefixLength = 32, nextHop = 10.0.1.173, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.1.173, metric = 4, interface = wlan0
destination = 10.0.1.173, prefixLength = 32, nextHop = 10.0.1.173, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.1.173, metric = 4, interface = wlan0
destination = 10.0.3.75, prefixLength = 32, nextHop = 10.0.3.75, metric = 1, interface = wlan0
destination = 10.0.11.28, prefixLength = 32, nextHop = 10.0.11.28, metric = 1, interface = wlan0
destination = 10.0.3.213, prefixLength = 32, nextHop = 10.0.3.213, metric = 1, interface = wlan0
destination = 10.0.0.153, prefixLength = 32, nextHop = 10.0.0.153, metric = 1, interface = wlan0
destination = 10.0.0.153, prefixLength = 32, nextHop = 10.0.0.153, metric = 1, interface = wlan0
destination = 10.0.0.153, prefixLength = 32, nextHop = 10.0.0.153, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.0.153, metric = 5, interface = wlan0
destination = 10.0.0.153, prefixLength = 32, nextHop = 10.0.0.153, metric = 1, interface = wlan0
destination = 10.0.0.153, prefixLength = 32, nextHop = 10.0.0.153, metric = 1, interface = wlan0
destination = 10.0.0.153, prefixLength = 32, nextHop = 10.0.0.153, metric = 1, interface = wlan0
destination = 10.0.0.153, prefixLength = 32, nextHop = 10.0.0.153, metric = 1, interface = wlan0
destination = 10.0.3.6, prefixLength = 32, nextHop = 10.0.3.6, metric = 1, interface = wlan0
destination = 10.0.3.6, prefixLength = 32, nextHop = 10.0.3.6, metric = 1, interface = wlan0
destination = 10.0.3.6, prefixLength = 32, nextHop = 10.0.3.6, metric = 1, interface = wlan0
destination = 10.0.3.6, prefixLength = 32, nextHop = 10.0.3.6, metric = 1, interface = wlan0
destination = 10.0.9.195, prefixLength = 32, nextHop = 10.0.9.195, metric = 1, interface = wlan0
destination = 10.0.13.206, prefixLength = 32, nextHop = 10.0.13.206, metric = 1, interface = wlan0
destination = 10.0.13.206, prefixLength = 32, nextHop = 10.0.13.206, metric = 1, interface = wlan0
destination = 10.0.13.206, prefixLength = 32, nextHop = 10.0.13.206, metric = 1, interface = wlan0
destination = 10.0.13.206, prefixLength = 32, nextHop = 10.0.13.206, metric = 1, interface = wlan0
destination = 10.0.13.206, prefixLength = 32, nextHop = 10.0.13.206, metric = 1, interface = wlan0
destination = 10.0.9.126, prefixLength = 32, nextHop = 10.0.9.126, metric = 1, interface = wlan0
destination = 10.0.9.126, prefixLength = 32, nextHop = 10.0.9.126, metric = 1, interface = wlan0
destination = 10.0.9.126, prefixLength = 32, nextHop = 10.0.9.126, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.9.126, metric = 5, interface = wlan0
destination = 10.0.9.126, prefixLength = 32, nextHop = 10.0.9.126, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.9.126, metric = 5, interface = wlan0
destination = 10.0.9.126, prefixLength = 32, nextHop = 10.0.9.126, metric = 1, interface = wlan0
destination = 10.0.12.48, prefixLength = 32, nextHop = 10.0.12.48, metric = 1, interface = wlan0
destination = 10.0.12.48, prefixLength = 32, nextHop = 10.0.12.48, metric = 1, interface = wlan0
destination = 10.0.12.48, prefixLength = 32, nextHop = 10.0.12.48, metric = 1, interface = wlan0
destination = 10.0.12.48, prefixLength = 32, nextHop = 10.0.12.48, metric = 1, interface = wlan0
destination = 10.0.12.48, prefixLength = 32, nextHop = 10.0.12.48, metric = 1, interface = wlan0
destination = 10.0.12.48, prefixLength = 32, nextHop = 10.0.12.48, metric = 1, interface = wlan0
destination = 10.0.12.48, prefixLength = 32, nextHop = 10.0.12.48, metric = 1, interface = wlan0
destination = 10.0.12.48, prefixLength = 32, nextHop = 10.0.12.48, metric = 1, interface = wlan0
destination = 10.0.12.48, prefixLength = 32, nextHop = 10.0.12.48, metric = 1, interface = wlan0
destination = 10.0.11.235, prefixLength = 32, nextHop = 10.0.11.235, metric = 1, interface = wlan0
destination = 10.0.11.235, prefixLength = 32, nextHop = 10.0.11.235, metric = 1, interface = wlan0
destination = 10.0.11.235, prefixLength = 32, nextHop = 10.0.11.235, metric = 1, interface = wlan0
destination = 10.0.11.235, prefixLength = 32, nextHop = 10.0.11.235, metric = 1, interface = wlan0
destination = 10.0.11.235, prefixLength = 32, nextHop = 10.0.11.235, metric = 1, interface = wlan0
destination = 10.0.11.235, prefixLength = 32, nextHop = 10.0.11.235, metric = 1, interface = wlan0
destination = 10.0.11.235, prefixLength = 32, nextHop = 10.0.11.235, metric = 1, interface = wlan0
destination = 10.0.2.55, prefixLength = 32, nextHop = 10.0.2.55, metric = 1, interface = wlan0
destination = 10.0.12.186, prefixLength = 32, nextHop = 10.0.12.186, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.12.186, metric = 4, interface = wlan0
destination = 10.0.13.206, prefixLength = 32, nextHop = 10.0.13.206, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.13.206, metric = 3, interface = wlan0
destination = 10.0.5.46, prefixLength = 32, nextHop = 10.0.5.46, metric = 1, interface = wlan0
destination = 10.0.5.46, prefixLength = 32, nextHop = 10.0.5.46, metric = 1, interface = wlan0
destination = 10.0.1.173, prefixLength = 32, nextHop = 10.0.1.173, metric = 1, interface = wlan0
destination = 10.0.2.124, prefixLength = 32, nextHop = 10.0.2.124, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.2.124, metric = 5, interface = wlan0
destination = 10.0.2.124, prefixLength = 32, nextHop = 10.0.2.124, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.2.124, metric = 5, interface = wlan0
destination = 10.0.2.124, prefixLength = 32, nextHop = 10.0.2.124, metric = 1, interface = wlan0
destination = 10.0.2.124, prefixLength = 32, nextHop = 10.0.2.124, metric = 1, interface = wlan0
destination = 10.0.2.124, prefixLength = 32, nextHop = 10.0.2.124, metric = 1, interface = wlan0
destination = 10.0.2.124, prefixLength = 32, nextHop = 10.0.2.124, metric = 1, interface = wlan0
destination = 10.0.2.124, prefixLength = 32, nextHop = 10.0.2.124, metric = 1, interface = wlan0
destination = 10.0.2.124, prefixLength = 32, nextHop = 10.0.2.124, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.2.124, metric = 5, interface = wlan0
destination = 10.0.2.124, prefixLength = 32, nextHop = 10.0.2.124, metric = 1, interface = wlan0
destination = 10.0.2.124, prefixLength = 32, nextHop = 10.0.2.124, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.2.124, metric = 5, interface = wlan0
destination = 10.0.6.66, prefixLength = 32, nextHop = 10.0.6.66, metric = 1, interface = wlan0
destination = 10.0.6.66, prefixLength = 32, nextHop = 10.0.6.66, metric = 1, interface = wlan0
destination = 10.0.6.66, prefixLength = 32, nextHop = 10.0.6.66, metric = 1, interface = wlan0
destination = 10.0.6.66, prefixLength = 32, nextHop = 10.0.6.66, metric = 1, interface = wlan0
destination = 10.0.6.66, prefixLength = 32, nextHop = 10.0.6.66, metric = 1, interface = wlan0
destination = 10.0.11.97, prefixLength = 32, nextHop = 10.0.11.97, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.11.97, metric = 6, interface = wlan0
destination = 10.0.11.97, prefixLength = 32, nextHop = 10.0.11.97, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.11.97, metric = 6, interface = wlan0
destination = 10.0.9.126, prefixLength = 32, nextHop = 10.0.9.126, metric = 1, interface = wlan0
destination = 10.0.15.108, prefixLength = 32, nextHop = 10.0.15.108, metric = 1, interface = wlan0
destination = 10.0.15.108, prefixLength = 32, nextHop = 10.0.15.108, metric = 1, interface = wlan0
destination = 10.0.15.108, prefixLength = 32, nextHop = 10.0.15.108, metric = 1, interface = wlan0
destination = 10.0.15.108, prefixLength = 32, nextHop = 10.0.15.108, metric = 1, interface = wlan0
destination = 10.0.15.108, prefixLength = 32, nextHop = 10.0.15.108, metric = 1, interface = wlan0
destination = 10.0.15.108, prefixLength = 32, nextHop = 10.0.15.108, metric = 1, interface = wlan0
destination = 10.0.15.108, prefixLength = 32, nextHop = 10.0.15.108, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.15.108, metric = 4, interface = wlan0
destination = 10.0.6.135, prefixLength = 32, nextHop = 10.0.6.135, metric = 1, interface = wlan0
destination = 10.0.6.135, prefixLength = 32, nextHop = 10.0.6.135, metric = 1, interface = wlan0
destination = 10.0.6.135, prefixLength = 32, nextHop = 10.0.6.135, metric = 1, interface = wlan0
destination = 10.0.6.135, prefixLength = 32, nextHop = 10.0.6.135, metric = 1, interface = wlan0
destination = 10.0.6.135, prefixLength = 32, nextHop = 10.0.6.135, metric = 1, interface = wlan0
destination = 10.0.6.135, prefixLength = 32, nextHop = 10.0.6.135, metric = 1, interface = wlan0
destination = 10.0.12.48, prefixLength = 32, nextHop = 10.0.12.48, metric = 1, interface = wlan0
destination = 10.0.12.48, prefixLength = 32, nextHop = 10.0.12.48, metric = 1, interface = wlan0
destination = 10.0.0.153, prefixLength = 32, nextHop = 10.0.0.153, metric = 1, interface = wlan0
destination = 10.0.14.157, prefixLength = 32, nextHop = 10.0.14.157, metric = 1, interface = wlan0
destination = 10.0.14.157, prefixLength = 32, nextHop = 10.0.14.157, metric = 1, interface = wlan0
destination = 10.0.14.157, prefixLength = 32, nextHop = 10.0.14.157, metric = 1, interface = wlan0
destination = 10.0.14.157, prefixLength = 32, nextHop = 10.0.14.157, metric = 1, interface = wlan0
destination = 10.0.14.157, prefixLength = 32, nextHop = 10.0.14.157, metric = 1, interface = wlan0
destination = 10.0.9.57, prefixLength = 32, nextHop = 10.0.9.57, metric = 1, interface = wlan0
destination = 10.0.9.57, prefixLength = 32, nextHop = 10.0.1.173, metric = 2, interface = wlan0
destination = 10.0.9.57, prefixLength = 32, nextHop = 10.0.13.206, metric = 3, interface = wlan0
destination = 10.0.9.57, prefixLength = 32, nextHop = 10.0.8.244, metric = 4, interface = wlan0
destination = 10.0.2.55, prefixLength = 32, nextHop = 10.0.2.55, metric = 1, interface = wlan0
destination = 10.0.2.55, prefixLength = 32, nextHop = 10.0.2.55, metric = 1, interface = wlan0
destination = 10.0.2.55, prefixLength = 32, nextHop = 10.0.2.55, metric = 1, interface = wlan0
destination = 10.0.8.244, prefixLength = 32, nextHop = 10.0.8.244, metric = 1, interface = wlan0
destination = 10.0.4.26, prefixLength = 32, nextHop = 10.0.4.26, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.4.26, metric = 2, interface = wlan0
destination = 10.0.4.26, prefixLength = 32, nextHop = 10.0.4.26, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.4.26, metric = 2, interface = wlan0
destination = 10.0.4.26, prefixLength = 32, nextHop = 10.0.4.26, metric = 1, interface = wlan0
destination = 10.0.19.50, prefixLength = 32, nextHop = 10.0.19.50, metric = 1, interface = wlan0
destination = 10.0.19.50, prefixLength = 32, nextHop = 10.0.19.50, metric = 1, interface = wlan0
destination = 10.0.19.50, prefixLength = 32, nextHop = 10.0.19.50, metric = 1, interface = wlan0
destination = 10.0.19.50, prefixLength = 32, nextHop = 10.0.19.50, metric = 1, interface = wlan0
destination = 10.0.19.50, prefixLength = 32, nextHop = 10.0.19.50, metric = 1, interface = wlan0
destination = 10.0.19.50, prefixLength = 32, nextHop = 10.0.19.50, metric = 1, interface = wlan0
destination = 10.0.19.50, prefixLength = 32, nextHop = 10.0.19.50, metric = 1, interface = wlan0
destination = 10.0.19.50, prefixLength = 32, nextHop = 10.0.19.50, metric = 1, interface = wlan0
destination = 10.0.19.50, prefixLength = 32, nextHop = 10.0.19.50, metric = 1, interface = wlan0
destination = 10.0.19.50, prefixLength = 32, nextHop = 10.0.19.50, metric = 1, interface = wlan0
destination = 10.0.19.50, prefixLength = 32, nextHop = 10.0.19.50, metric = 1, interface = wlan0
destination = 10.0.19.50, prefixLength = 32, nextHop = 10.0.19.50, metric = 1, interface = wlan0
destination = 10.0.3.75, prefixLength = 32, nextHop = 10.0.3.75, metric = 1, interface = wlan0
destination = 10.0.3.213, prefixLength = 32, nextHop = 10.0.3.213, metric = 1, interface = wlan0
destination = 10.0.19.188, prefixLength = 32, nextHop = 10.0.19.188, metric = 1, interface = wlan0
destination = 10.0.19.188, prefixLength = 32, nextHop = 10.0.19.188, metric = 1, interface = wlan0
destination = 10.0.19.188, prefixLength = 32, nextHop = 10.0.19.188, metric = 1, interface = wlan0
destination = 10.0.19.188, prefixLength = 32, nextHop = 10.0.19.188, metric = 1, interface = wlan0
destination = 10.0.19.188, prefixLength = 32, nextHop = 10.0.19.188, metric = 1, interface = wlan0
destination = 10.0.19.188, prefixLength = 32, nextHop = 10.0.19.188, metric = 1, interface = wlan0
destination = 10.0.19.188, prefixLength = 32, nextHop = 10.0.19.188, metric = 1, interface = wlan0
destination = 10.0.19.188, prefixLength = 32, nextHop = 10.0.19.188, metric = 1, interface = wlan0
destination = 10.0.19.188, prefixLength = 32, nextHop = 10.0.19.188, metric = 1, interface = wlan0
destination = 10.0.19.188, prefixLength = 32, nextHop = 10.0.19.188, metric = 1, interface = wlan0
destination = 10.0.0.9, prefixLength = 32, nextHop = 10.0.19.188, metric = 4, interface = wlan0
destination = 10.0.19.188, prefixLength = 32, nextHop = 10.0.19.188, metric = 1, interface = wlan0
destination = 10.0.17.148, prefixLength = 32, nextHop = 10.0.17.148, metric = 1, interface = wlan0
destination = 10.0.17.148, prefixLength = 32, nextHop = 10.0.17.148, metric = 1, interface = wlan0
destination = 10.0.17.148, prefixLength = 32, nextHop = 10.0.17.148, metric = 1, interface = wlan0
destination = 10.0.17.148, prefixLength = 32, nextHop = 10.0.17.148, metric = 1, interface = wlan0
destination = 10.0.9.57, prefixLength = 32, nextHop = 10.0.1.173, metric = 2, interface = wlan0
destination = 10.0.3.6, prefixLength = 32, nextHop = 10.0.3.6, metric = 1, interface = wlan0
destination = 10.0.3.6, prefixLength = 32, nextHop = 10.0.3.6, metric = 1, interface = wlan0
destination = 10.0.3.6, prefixLength = 32, nextHop = 10.0.3.6, metric = 1, interface = wlan0
destination = 10.0.15.108, prefixLength = 32, nextHop = 10.0.15.108, metric = 1, interface = wlan0
destination = 10.0.15.108, prefixLength = 32, nextHop = 10.0.15.108, metric = 1, interface = wlan0
destination = 10.0.1.104, prefixLength = 32, nextHop = 10.0.1.104, metric = 1, interface = wlan0
destination = 10.0.13.206, prefixLength = 32, nextHop = 10.0.13.206, metric = 1, interface = wlan0
destination = 10.0.13.206, prefixLength = 32, nextHop = 10.0.13.206, metric = 1, interface = wlan0
